School_code,School_name,Country,State,Town_suburb,Postcode,# Students,Level_of_schooling,County,Latitude,Longitude
8286,Mount Annan High School,Australia,New South Wales,Mount Annan ,2567,804.6,Secondary School,Camden,-34.057371,150.760739
8288,Central Sydney Intensive English High School,Australia,New South Wales,ALEXANDRIA,2015,123,Secondary School,Sydney,-33.900033,151.19308
8289,Great Lakes College Tuncurry Campus,Australia,New South Wales,Tuncurry,2428,540,Secondary School,Mid-Coast,-32.170596,152.501308
8290,John Edmondson High School,Australia,New South Wales,HORNINGSEA PARK,2171,1156,Secondary School,Liverpool,-33.946,150.843226
8291,Rouse Hill High School,Australia,New South Wales,Rouse Hill,2155,829,Secondary School,The Hills Shire,-33.688142,150.934312
8292,Kariong Mountains High School,Australia,New South Wales,Kariong,2250,537.3,Secondary School,Central Coast,-33.43039,151.296076
8308,Corowa High School,Australia,New South Wales,Corowa ,2646,312,Secondary School,Federation,-35.993008,146.381577
8314,The Henry Lawson High School,Australia,New South Wales,Grenfell ,2810,163.4,Secondary School,Weddin,-33.902722,148.163449
8318,Kandos High School,Australia,New South Wales,Kandos ,2848,225.6,Secondary School,Mid-Western Regional,-32.855738,149.974588
8320,Kogarah High School,Australia,New South Wales,Kogarah ,2217,912.2,Secondary School,Georges River,-33.961161,151.134227
8325,Moree Secondary College Albert St Campus,Australia,New South Wales,Moree ,2400,180.4,Secondary School,Moree Plains,-29.46645,149.842344
8326,Mosman High School,Australia,New South Wales,MOSMAN,2088,1101.8,Secondary School,Mosman,-33.829677,151.243425
8328,Murrumburrah High School,Australia,New South Wales,Harden ,2587,136,Secondary School,Hilltops,-34.559162,148.369808
8334,Yass High School,Australia,New South Wales,Yass ,2582,531,Secondary School,Yass Valley,-34.835474,148.911066
8343,Tumut High School,Australia,New South Wales,Tumut,2720,537.8,Secondary School,Snowy Valleys,-35.312212,148.219291
8346,Condobolin High School,Australia,New South Wales,CONDOBOLIN,2877,205,Secondary School,Lachlan,-33.091828,147.143195
8347,Coonabarabran High School,Australia,New South Wales,Coonabarabran,2357,366.7,Secondary School,Warrumbungle Shire,-31.283104,149.285117
8349,Gilgandra High School,Australia,New South Wales,GILGANDRA,2827,223.6,Secondary School,Gilgandra,-31.703431,148.666529
8353,Nyngan High School,Australia,New South Wales,Nyngan,2825,181.8,Secondary School,Bogan,-31.561368,147.188882
8355,Bourke High School,Australia,New South Wales,Bourke ,2840,149.2,Secondary School,Bourke,-30.091467,145.948761
8356,Cobar High School,Australia,New South Wales,Cobar ,2835,260,Secondary School,Cobar,-31.501643,145.827881
8357,Blayney High School,Australia,New South Wales,Blayney ,2799,349,Secondary School,Blayney,-33.531048,149.251081
8358,Tenterfield High School,Australia,New South Wales,TENTERFIELD,2372,263.6,Secondary School,Tenterfield,-29.053727,152.016829
8360,Finley High School,Australia,New South Wales,Finley ,2713,359,Secondary School,Berrigan,-35.640413,145.571271
8362,Maclean High School,Australia,New South Wales,Maclean ,2463,847.2,Secondary School,Clarence Valley,-29.46644,153.20149
8364,"Hastings Secondary College, Port Macquarie Campus",Australia,New South Wales,Port Macquarie ,2444,631.6,Secondary School,Port Macquarie-Hastings,-31.433295,152.92069
8368,Moruya High School,Australia,New South Wales,MORUYA,2537,570.8,Secondary School,Eurobodalla,-35.920195,150.08015
8370,Tweed River High School,Australia,New South Wales,TWEED HEADS SOUTH,2486,720.6,Secondary School,Tweed,-28.195651,153.541012
8371,Gloucester High School,Australia,New South Wales,Gloucester ,2422,371.2,Secondary School,Mid-Coast,-32.016661,151.959556
8372,The Forest High School,Australia,New South Wales,Frenchs Forest ,2086,768.3,Secondary School,Northern Beaches,-33.750298,151.2298
8373,Five Islands Secondary College,Australia,New South Wales,Port Kembla,2505,242.5,Secondary School,Wollongong,-34.489274,150.913541
8374,Brisbane Water Secondary College Woy Woy Campus,Australia,New South Wales,Woy Woy ,2256,650,Secondary School,Central Coast,-33.492687,151.323582
8377,Picnic Point High School,Australia,New South Wales,PICNIC POINT,2213,997.6,Secondary School,Canterbury-Bankstown,-33.964344,151.011457
8379,Pittwater High School,Australia,New South Wales,Mona Vale ,2103,1032.7,Secondary School,Northern Beaches,-33.668259,151.302664
8381,Bankstown Senior College,Australia,New South Wales,Bankstown ,2200,432.6,Secondary School,Canterbury-Bankstown,-33.929121,151.022569
8382,Castle Hill High School,Australia,New South Wales,Castle Hill ,2154,1728.3,Secondary School,The Hills Shire,-33.726635,150.999534
8383,Nepean Creative and Performing Arts High School,Australia,New South Wales,Emu Plains ,2750,1082.2,Secondary School,Penrith,-33.747745,150.668882
8384,Westfields Sports High School,Australia,New South Wales,FAIRFIELD WEST,2165,1654.8,Secondary School,Fairfield,-33.866933,150.920432
8385,Greystanes High School,Australia,New South Wales,Greystanes ,2145,981.1,Secondary School,Cumberland,-33.812495,150.940352
8386,Gymea Technology High School,Australia,New South Wales,Gymea ,2227,611,Secondary School,Sutherland Shire,-34.029985,151.08338
8388,Moss Vale High School,Australia,New South Wales,Moss Vale ,2577,646,Secondary School,Wingecarribee,-34.551483,150.385294
8389,Swansea High School,Australia,New South Wales,Caves Beach ,2281,662.9,Secondary School,Lake Macquarie,-33.104232,151.639823
8390,Whitebridge High School,Australia,New South Wales,Whitebridge ,2290,904.9,Secondary School,Lake Macquarie,-32.972025,151.712234
8391,Wingham High School,Australia,New South Wales,Wingham ,2429,519.4,Secondary School,Mid-Coast,-31.867397,152.382261
8392,West Wyalong High School,Australia,New South Wales,West Wyalong ,2671,296,Secondary School,Bland,-33.915793,147.202014
8393,Canley Vale High School,Australia,New South Wales,Canley Vale ,2166,1531,Secondary School,Fairfield,-33.884644,150.951658
8394,Miller High School,Australia,New South Wales,MILLER,2168,661,Secondary School,Liverpool,-33.923589,150.881139
8395,Pendle Hill High School,Australia,New South Wales,Wentworthville ,2145,371.8,Secondary School,Parramatta,-33.793877,150.962194
8396,Windsor High School,Australia,New South Wales,McGraths Hill ,2756,439.8,Secondary School,Hawkesbury,-33.618653,150.833554
8397,Ashcroft High School,Australia,New South Wales,Ashcroft,2168,505,Secondary School,Liverpool,-33.920414,150.897272
8398,Condell Park High School,Australia,New South Wales,Condell Park,2200,823,Secondary School,Canterbury-Bankstown,-33.923579,151.001755
8399,Doonside High School,Australia,New South Wales,Doonside ,2767,617,Secondary School,Blacktown,-33.754708,150.874186
8400,St Ives High School,Australia,New South Wales,St Ives ,2075,1004.4,Secondary School,Ku-Ring-Gai,-33.740147,151.167078
8401,Lurnea High School,Australia,New South Wales,LURNEA,2170,647.4,Secondary School,Liverpool,-33.941743,150.896043
8403,Mitchell High School,Australia,New South Wales,Blacktown ,2148,935.2,Secondary School,Blacktown,-33.784795,150.915971
8404,Endeavour Sports High School,Australia,New South Wales,Caringbah ,2229,864.8,Secondary School,Sutherland Shire,-34.030083,151.117251
8405,Erina High School,Australia,New South Wales,Erina ,2250,719.8,Secondary School,Central Coast,-33.440279,151.381503
8406,South Grafton High School,Australia,New South Wales,South Grafton ,2460,518.5,Secondary School,Clarence Valley,-29.714229,152.929362
8407,Mount Austin High School,Australia,New South Wales,Wagga Wagga ,2650,429,Secondary School,Wagga Wagga,-35.141908,147.353865
8408,Georges River College Peakhurst Campus,Australia,New South Wales,Peakhurst ,2210,764,Secondary School,Georges River,-33.966882,151.056013
8409,Scone High School,Australia,New South Wales,Scone ,2337,351,Secondary School,Upper Hunter Shire,-32.05813,150.873111
8410,Woonona High School,Australia,New South Wales,Woonona ,2517,734.8,Secondary School,Wollongong,-34.345037,150.910102
8411,West Wallsend High School,Australia,New South Wales,WEST WALLSEND,2286,564.8,Secondary School,Lake Macquarie,-32.910565,151.581083
8412,The Hills Sports High School,Australia,New South Wales,Seven Hills ,2147,884.7,Secondary School,Blacktown,-33.782184,150.938834
8413,Morisset High School,Australia,New South Wales,Morisset ,2264,684.8,Secondary School,Lake Macquarie,-33.104657,151.486629
8414,Chatham High School,Australia,New South Wales,Taree ,2430,567.6,Secondary School,Mid-Coast,-31.89577,152.480875
8415,Ryde Secondary College,Australia,New South Wales,Ryde,2112,1066.7,Secondary School,Ryde,-33.813316,151.119176
8416,Ku-ring-gai High School,Australia,New South Wales,NORTH TURRAMURRA,2074,670,Secondary School,Ku-Ring-Gai,-33.690973,151.153809
8417,Dubbo College South Campus,Australia,New South Wales,Dubbo ,2830,694,Secondary School,Dubbo,-32.270837,148.610687
8418,Warilla High School,Australia,New South Wales,Barrack Heights ,2528,1254,Secondary School,Shellharbour,-34.563813,150.857991
8420,Evans High School,Australia,New South Wales,BLACKTOWN,2148,609,Secondary School,Blacktown,-33.786512,150.889725
8422,Killarney Heights High School,Australia,New South Wales,Killarney Heights ,2087,866,Secondary School,Northern Beaches,-33.771925,151.215215
8423,Kotara High School,Australia,New South Wales,Adamstown ,2289,1064.5,Secondary School,Newcastle,-32.947137,151.706868
8424,Holroyd High School,Australia,New South Wales,Greystanes ,2145,602,Secondary School,Cumberland,-33.832906,150.951137
8432,Engadine High School,Australia,New South Wales,Engadine ,2233,1034,Secondary School,Sutherland Shire,-34.062141,151.019341
8433,Woolooware High School,Australia,New South Wales,Woolooware ,2230,921.6,Secondary School,Sutherland Shire,-34.039811,151.145595
8435,Turramurra High School,Australia,New South Wales,South Turramurra,2074,1247.9,Secondary School,Ku-Ring-Gai,-33.757307,151.114786
8436,Granville South Creative and Performing Arts High School,Australia,New South Wales,Guildford,2161,556,Secondary School,Cumberland,-33.860626,150.997598
8437,Kirrawee High School,Australia,New South Wales,Kirrawee ,2232,1209.9,Secondary School,Sutherland Shire,-34.04348,151.073475
8438,Pennant Hills High School,Australia,New South Wales,Pennant Hills ,2120,1023.2,Secondary School,Hornsby,-33.733692,151.061087
8439,Francis Greenway High School,Australia,New South Wales,Beresfield ,2322,655.4,Secondary School,Maitland,-32.79698,151.66077
8440,Warners Bay High School,Australia,New South Wales,Warners Bay ,2282,1290.8,Secondary School,Lake Macquarie,-32.967703,151.653691
8442,Gundagai High School,Australia,New South Wales,Gundagai,2722,190,Secondary School,Cootamundra-Gundagai,-35.057144,148.099421
8443,Colyton High School,Australia,New South Wales,St Marys,2760,683.6,Secondary School,Penrith,-33.777602,150.797336
8444,Canobolas Rural Technology High School,Australia,New South Wales,Orange ,2800,626.6,Secondary School,Orange,-33.291759,149.121741
8446,Springwood High School,Australia,New South Wales,Springwood,2777,663.1,Secondary School,Blue Mountains,-33.685057,150.550608
8447,Carlingford High School,Australia,New South Wales,Carlingford ,2118,1230.4,Secondary School,Parramatta,-33.765412,151.050764
8448,Bomaderry High School,Australia,New South Wales,Bomaderry ,2541,725,Secondary School,Shoalhaven,-34.844038,150.602725
8449,Figtree High School,Australia,New South Wales,Figtree ,2525,917.8,Secondary School,Wollongong,-34.438352,150.855197
8450,Tumbarumba High School,Australia,New South Wales,Tumbarumba ,2653,189.2,Secondary School,Snowy Valleys,-35.783098,148.018245
8451,Coonamble High School,Australia,New South Wales,Coonamble ,2829,211.8,Secondary School,Coonamble,-30.955763,148.391351
8452,Crookwell High School,Australia,New South Wales,CROOKWELL,2583,249,Secondary School,Upper Lachlan Shire,-34.452754,149.466967
8453,Dorrigo High School,Australia,New South Wales,Dorrigo ,2453,131.2,Secondary School,Bellingen,-30.339222,152.705492
8454,Barrenjoey High School,Australia,New South Wales,Avalon ,2107,705.4,Secondary School,Northern Beaches,-33.63117,151.333926
8455,Oxley High School,Australia,New South Wales,NORTH TAMWORTH,2340,966,Secondary School,Tamworth Regional,-31.077903,150.939078
8456,Fairvale High School,Australia,New South Wales,Fairfield West ,2165,1445,Secondary School,Fairfield,-33.873614,150.929459
8457,Killara High School,Australia,New South Wales,Killara ,2071,1647.5,Secondary School,Ku-Ring-Gai,-33.756575,151.174102
8458,Kingswood High School,Australia,New South Wales,Kingswood ,2747,733.8,Secondary School,Penrith,-33.770416,150.715263
8459,Chifley College Mount Druitt Campus,Australia,New South Wales,Mount Druitt ,2770,463,Secondary School,Blacktown,-33.744657,150.812884
8460,James Busby High School,Australia,New South Wales,Green Valley ,2168,694,Secondary School,Liverpool,-33.908964,150.874039
8461,Barham High School,Australia,New South Wales,Barham ,2732,139,Secondary School,Murray River,-35.623,144.132055
8462,Narromine High School,Australia,New South Wales,NARROMINE,2821,192.6,Secondary School,Narromine,-32.229655,148.242585
8463,Sylvania High School,Australia,New South Wales,Sylvania,2224,792.4,Secondary School,Sutherland Shire,-34.017367,151.103529
8464,Baulkham Hills High School,Australia,New South Wales,Baulkham Hills ,2153,1212,Secondary School,The Hills Shire,-33.750227,150.991499
8465,Tuggerah Lakes Secondary College The Entrance Campus,Australia,New South Wales,Shelly Beach,2261,752,Secondary School,Central Coast,-33.371256,151.476613
8466,Glendale High School,Australia,New South Wales,Glendale ,2285,779,Secondary School,Lake Macquarie,-32.925928,151.642938
8467,Henry Kendall High School,Australia,New South Wales,Gosford ,2250,787,Secondary School,Central Coast,-33.420757,151.334496
8468,Mulwaree High School,Australia,New South Wales,Goulburn ,2580,851.3,Secondary School,Goulburn Mulwaree,-34.728245,149.730169
8469,Orara High School,Australia,New South Wales,Coffs Harbour ,2450,591,Secondary School,Coffs Harbour,-30.282811,153.112879
8471,Moree Secondary College Carol Ave Campus,Australia,New South Wales,Moree East,2400,208,Secondary School,Moree Plains,-29.482075,149.840761
8472,Dungog High School,Australia,New South Wales,DUNGOG,2420,621.6,Secondary School,Dungog,-32.396819,151.750417
8473,Chifley College Senior Campus,Australia,New South Wales,MOUNT DRUITT,2770,473.6,Secondary School,Blacktown,-33.769305,150.829855
8474,Lake Illawarra High School,Australia,New South Wales,Lake Illawarra ,2528,514.8,Secondary School,Shellharbour,-34.541828,150.850426
8475,Walgett Community College - High School,Australia,New South Wales,Walgett ,2832,107,Secondary School,Walgett,-30.027113,148.118967
8476,Casula High School,Australia,New South Wales,Casula ,2170,878,Secondary School,Liverpool,-33.95123,150.8937
8477,Kellyville High School,Australia,New South Wales,Kellyville ,2155,1050,Secondary School,The Hills Shire,-33.707777,150.969921
