School_code,School_name,Country,State,Town_suburb,Postcode,# Students,Level_of_schooling,County,Latitude,Longitude
2344,Kurrajong North Public School,Australia,New South Wales,KURRAJONG HILLS,2758,104,Primary School,Hawkesbury,-33.541815,150.639446
2349,Kyogle Public School,Australia,New South Wales,Kyogle ,2474,320,Primary School,Kyogle,-28.625165,153.003916
2353,Ladysmith Public School,Australia,New South Wales,Ladysmith ,2652,26,Primary School,Wagga Wagga,-35.208549,147.510963
2354,Laggan Public School,Australia,New South Wales,Laggan ,2583,np,Primary School,Upper Lachlan Shire,-34.406246,149.527721
2356,Laguna Public School,Australia,New South Wales,Laguna,2325,60,Primary School,Cessnock,-32.992121,151.130526
2357,Lake Albert Public School,Australia,New South Wales,Lake Albert ,2650,523,Primary School,Wagga Wagga,-35.173563,147.37924
2359,Lake Cargelligo Central School,Australia,New South Wales,LAKE CARGELLIGO,2672,229,Central/Community School,Lachlan,-33.294836,146.373966
2360,Lakemba Public School,Australia,New South Wales,Lakemba ,2195,482,Primary School,Canterbury-Bankstown,-33.923615,151.070046
2362,Lake Munmorah Public School,Australia,New South Wales,Lake Munmorah,2259,435,Primary School,Central Coast,-33.1882,151.575559
2363,Lake Wyangan Public School,Australia,New South Wales,Lake Wyangan ,2680,118,Primary School,Griffith,-34.248183,146.034238
2366,Lambton Public School,Australia,New South Wales,LAMBTON,2299,397,Primary School,Newcastle,-32.911705,151.704134
2368,Lane Cove Public School,Australia,New South Wales,Lane Cove ,2066,881,Primary School,Lane Cove,-33.816514,151.169134
2370,Lansdowne Public School,Australia,New South Wales,Lansdowne,2430,42,Primary School,Mid-Coast,-31.783944,152.532056
2372,Upper Lansdowne Public School,Australia,New South Wales,Upper Lansdowne ,2430,17,Primary School,Mid-Coast,-31.705206,152.467389
2373,La Perouse Public School,Australia,New South Wales,La Perouse ,2036,34,Primary School,Randwick,-33.978352,151.235423
2374,Largs Public School,Australia,New South Wales,Largs ,2320,145,Primary School,Maitland,-32.700491,151.60564
2375,Larnook Public School,Australia,New South Wales,LARNOOK,2480,30,Primary School,Lismore,-28.648612,153.114765
2377,Laurieton Public School,Australia,New South Wales,Laurieton ,2443,217,Primary School,Port Macquarie-Hastings,-31.651768,152.797491
2378,Lavington Public School,Australia,New South Wales,Lavington ,2641,388,Primary School,Albury,-36.037411,146.928265
2379,Lawrence Public School,Australia,New South Wales,Lawrence ,2460,68,Primary School,Clarence Valley,-29.491625,153.100368
2381,Lawson Public School,Australia,New South Wales,Lawson,2783,206,Primary School,Blue Mountains,-33.721217,150.428243
2386,Leeton Public School,Australia,New South Wales,Leeton,2705,358,Primary School,Leeton,-34.546126,146.407232
2391,Leura Public School,Australia,New South Wales,Leura,2780,248,Primary School,Blue Mountains,-33.711151,150.336733
2394,Lidcombe Public School,Australia,New South Wales,Lidcombe ,2141,807,Primary School,Cumberland,-33.861019,151.046926
2395,Lightning Ridge Central School,Australia,New South Wales,LIGHTNING RIDGE,2834,351,Central/Community School,Walgett,-29.425211,147.978614
2403,Lindfield Public School,Australia,New South Wales,Lindfield ,2070,837,Primary School,Ku-Ring-Gai,-33.78075,151.168917
2404,Lindfield East Public School,Australia,New South Wales,East Lindfield,2070,732,Primary School,Ku-Ring-Gai,-33.767479,151.18429
2407,Lisarow Public School,Australia,New South Wales,LISAROW,2250,269,Primary School,Central Coast,-33.381283,151.376296
2409,Lismore South Public School,Australia,New South Wales,South Lismore,2480,244,Primary School,Lismore,-28.809502,153.262056
2410,Lithgow Public School,Australia,New South Wales,Lithgow ,2790,413,Primary School,Lithgow,-33.482092,150.160227
2413,Llandilo Public School,Australia,New South Wales,Llandilo,2747,365,Primary School,Penrith,-33.707237,150.751783
2417,Lochinvar Public School,Australia,New South Wales,Lochinvar ,2321,167,Primary School,Maitland,-32.700305,151.451988
2418,Lockhart Central School,Australia,New South Wales,Lockhart ,2656,99.1,Central/Community School,Lockhart,-35.222753,146.714747
2421,Londonderry Public School,Australia,New South Wales,Londonderry ,2753,213,Primary School,Penrith,-33.647454,150.736905
2423,Long Flat Public School,Australia,New South Wales,LONG FLAT,2446,52,Primary School,Port Macquarie-Hastings,-31.437823,152.48612
2428,Lowanna Public School,Australia,New South Wales,Lowanna ,2450,25,Primary School,Coffs Harbour,-30.20722,152.899923
2429,Lowesdale Public School,Australia,New South Wales,Lowesdale ,2646,24,Primary School,Federation,-35.856229,146.368662
2431,Luddenham Public School,Australia,New South Wales,LUDDENHAM,2745,94,Primary School,Liverpool,-33.881331,150.691523
2432,Lue Public School,Australia,New South Wales,Lue,2850,17,Primary School,Mid-Western Regional,-32.656339,149.844616
2436,Lyndhurst Public School,Australia,New South Wales,Lyndhurst ,2797,19,Primary School,Blayney,-33.673266,149.044914
2439,Macdonald Valley Public School,Australia,New South Wales,CENTRAL MACDONALD,2775,15,Primary School,Hawkesbury,-33.321271,150.971993
2444,Macksville Public School,Australia,New South Wales,Macksville ,2447,338,Primary School,Nambucca,-30.707763,152.917145
2448,Maimuru Public School,Australia,New South Wales,Maimuru ,2594,17,Primary School,Hilltops,-34.243066,148.214319
2451,Maitland East Public School,Australia,New South Wales,EAST MAITLAND,2323,555,Primary School,Maitland,-32.748991,151.585256
2454,Malabar Public School,Australia,New South Wales,MALABAR,2036,300,Primary School,Randwick,-33.962214,151.248559
2460,Mandurama Public School,Australia,New South Wales,Mandurama ,2792,8,Primary School,Blayney,-33.65148,149.069495
2464,Manifold Public School,Australia,New South Wales,Bentley ,2480,39,Primary School,Richmond Valley,-28.749066,153.077066
2465,Manildra Public School,Australia,New South Wales,MANILDRA,2865,51,Primary School,Cabonne,-33.184214,148.700122
2469,Manly West Public School,Australia,New South Wales,Balgowlah ,2093,866,Primary School,Northern Beaches,-33.791875,151.268753
2472,Maraylya Public School,Australia,New South Wales,Maraylya ,2765,103,Primary School,Hawkesbury,-33.592681,150.916264
2476,Pelican Flat Public School,Australia,New South Wales,PELICAN,2281,60,Primary School,Lake Macquarie,-33.074333,151.648248
2480,Maroota Public School,Australia,New South Wales,MAROOTA,2756,31,Primary School,The Hills Shire,-33.455283,150.99365
2482,Maroubra Bay Public School,Australia,New South Wales,Maroubra ,2035,364,Primary School,Randwick,-33.944236,151.253017
2485,Marrar Public School,Australia,New South Wales,Marrar ,2652,18,Primary School,Coolamon,-34.828341,147.355155
2489,Marsden Park Public School,Australia,New South Wales,MARSDEN PARK,2765,109,Primary School,Blacktown,-33.696425,150.833642
2492,Martindale Public School,Australia,New South Wales,Martindale,2328,15,Primary School,Muswellbrook,-32.458834,150.665723
2493,Martins Creek Public School,Australia,New South Wales,Martins Creek ,2420,8,Primary School,Dungog,-32.565996,151.623453
2494,Martins Gully Public School,Australia,New South Wales,Armidale ,2350,166,Primary School,Armidale Regional,-30.523938,151.637256
2496,Marulan Public School,Australia,New South Wales,Marulan ,2579,93,Primary School,Goulburn Mulwaree,-34.713399,150.006603
2499,Mascot Public School,Australia,New South Wales,Mascot ,2020,327,Primary School,Bayside,-33.928577,151.192485
2500,Mathoura Public School,Australia,New South Wales,Mathoura,2710,65,Primary School,Murray River,-35.816079,144.902097
2501,Matong Public School,Australia,New South Wales,MATONG,2652,34,Primary School,Coolamon,-34.770061,146.927303
2502,Matraville Public School,Australia,New South Wales,Matraville ,2036,218,Primary School,Bayside,-33.955064,151.229111
2506,Mayfield East Public School,Australia,New South Wales,Mayfield East ,2304,265,Primary School,Newcastle,-32.89536,151.748666
2507,Mayfield West Public School,Australia,New South Wales,Mayfield ,2304,368,Primary School,Newcastle,-32.888697,151.730116
2508,Mayrung Public School,Australia,New South Wales,Deniliquin ,2710,32,Primary School,Edward River,-35.464317,145.30879
2509,Meadow Flat Public School,Australia,New South Wales,MEADOW FLAT,2795,50,Primary School,Lithgow,-33.433726,149.920456
2510,The Meadows Public School,Australia,New South Wales,Seven Hills ,2147,235,Primary School,Blacktown,-33.781365,150.942567
2511,Medlow Public School,Australia,New South Wales,UPPER TAYLORS ARM,2447,10,Primary School,Nambucca,-30.779087,152.69016
2512,Medowie Public School,Australia,New South Wales,Medowie,2318,343,Primary School,Port Stephens,-32.738245,151.85406
2515,Megalong Public School,Australia,New South Wales,Megalong ,2785,8,Primary School,Blue Mountains,-33.715301,150.232582
2520,Menai Public School,Australia,New South Wales,Menai ,2234,104,Primary School,Sutherland Shire,-34.01213,151.006587
2522,Mendooran Central School,Australia,New South Wales,MENDOORAN,2842,134.8,Central/Community School,Warrumbungle Shire,-31.818731,149.122445
2523,Menindee Central School,Australia,New South Wales,MENINDEE,2879,79.2,Central/Community School,Central Darling,-32.393368,142.41329
2525,Merewether Public School,Australia,New South Wales,MEREWETHER,2291,160,Primary School,Newcastle,-32.937547,151.742152
2526,Merimbula Public School,Australia,New South Wales,MERIMBULA,2548,389,Primary School,Bega Valley,-36.886525,149.916952
2528,Merriwa Central School,Australia,New South Wales,MERRIWA,2329,260.2,Central/Community School,Upper Hunter Shire,-32.145113,150.352867
2531,Merrylands Public School,Australia,New South Wales,Merrylands ,2160,537,Primary School,Cumberland,-33.840516,150.976047
2532,Bonnells Bay Public School,Australia,New South Wales,Bonnells Bay ,2264,471,Primary School,Lake Macquarie,-33.114489,151.516783
2540,Michelago Public School,Australia,New South Wales,Michelago,2620,38,Primary School,Snowy Monaro Regional,-35.705975,149.161716
2542,Middle Dural Public School,Australia,New South Wales,Middle Dural ,2158,21,Primary School,Hornsby,-33.64496,151.023178
2543,Middle Harbour Public School,Australia,New South Wales,Mosman ,2088,628,Primary School,Mosman,-33.82282,151.2327
2550,Milbrodale Public School,Australia,New South Wales,MILBRODALE,2330,12,Primary School,Singleton,-32.696789,151.005819
2554,Millers Forest Public School,Australia,New South Wales,MILLERS FOREST,2324,67,Primary School,Maitland,-32.752067,151.703724
2555,Millfield Public School,Australia,New South Wales,Millfield ,2325,70,Primary School,Cessnock,-32.889837,151.250774
2558,Millthorpe Public School,Australia,New South Wales,Millthorpe ,2798,285,Primary School,Blayney,-33.445146,149.185939
2560,Milperra Public School,Australia,New South Wales,Milperra ,2214,273,Primary School,Canterbury-Bankstown,-33.942077,150.979779
2565,Milton Public School,Australia,New South Wales,Milton ,2538,698,Primary School,Shoalhaven,-35.314149,150.435816
2571,Minmi Public School,Australia,New South Wales,Minmi ,2287,111,Primary School,Newcastle,-32.876125,151.617471
2572,Minto Public School,Australia,New South Wales,Minto ,2566,215,Primary School,Campbelltown,-34.029979,150.847266
2574,Miranda Public School,Australia,New South Wales,MIRANDA,2228,276,Primary School,Sutherland Shire,-34.034645,151.097405
2580,Mitchells Island Public School,Australia,New South Wales,Mitchells Island,2430,26,Primary School,Mid-Coast,-31.896762,152.614054
2581,Mittagong Public School,Australia,New South Wales,Mittagong ,2575,574,Primary School,Wingecarribee,-34.448044,150.44438
2584,Moama Public School,Australia,New South Wales,Moama ,2731,191,Primary School,Murray River,-36.115314,144.762821
2585,Modanville Public School,Australia,New South Wales,Lismore ,2480,86,Primary School,Lismore,-28.730204,153.297192
2586,Mogo Public School,Australia,New South Wales,Mogo ,2536,35,Primary School,Eurobodalla,-35.786091,150.140569
2590,Molong Central School,Australia,New South Wales,Molong ,2866,508,Central/Community School,Cabonne,-33.098011,148.86389
2593,Mona Vale Public School,Australia,New South Wales,Mona Vale ,2103,1143,Primary School,Northern Beaches,-33.676998,151.300404
2599,Monteagle Public School,Australia,New South Wales,Monteagle ,2594,21,Primary School,Hilltops,-34.192994,148.34725
2608,Moonbi Public School,Australia,New South Wales,Moonbi ,2353,49,Primary School,Tamworth Regional,-31.019752,151.073573
2616,Moorland Public School,Australia,New South Wales,MOORLAND,2443,22,Primary School,Mid-Coast,-31.769631,152.651174
2618,Moree Public School,Australia,New South Wales,Moree ,2400,614,Primary School,Moree Plains,-29.466194,149.837564
2621,Morisset Public School,Australia,New South Wales,MORISSET,2264,224,Primary School,Lake Macquarie,-33.103543,151.489583
2623,Morpeth Public School,Australia,New South Wales,Morpeth ,2321,219,Primary School,Maitland,-32.725663,151.632128
2624,Mortdale Public School,Australia,New South Wales,Mortdale ,2223,377,Primary School,Georges River,-33.972901,151.080995
2625,Mortlake Public School,Australia,New South Wales,Concord,2137,399,Primary School,Canada Bay,-33.849829,151.103861
2628,Moruya Public School,Australia,New South Wales,Moruya ,2537,345,Primary School,Eurobodalla,-35.912616,150.076453
2631,Moss Vale Public School,Australia,New South Wales,Moss Vale ,2577,517,Primary School,Wingecarribee,-34.550639,150.366434
2632,Moulamein Public School,Australia,New South Wales,Moulamein ,2733,49,Primary School,Murray River,-35.08927,144.032816
2637,Mount George Public School,Australia,New South Wales,Mount George ,2424,23,Primary School,Mid-Coast,-31.880982,152.179633
2640,Mount Hunter Public School,Australia,New South Wales,Camden ,2570,36,Primary School,Wollondilly,-34.07177,150.63643
2641,Mount Kanwary Public School,Australia,New South Wales,Osterley,2324,35,Primary School,Port Stephens,-32.724187,151.699146
2642,Mount Keira Public School,Australia,New South Wales,Mount Keira ,2500,90,Primary School,Wollongong,-34.411383,150.856224
2643,Mount Kembla Public School,Australia,New South Wales,Mount Kembla ,2526,124,Primary School,Wollongong,-34.432399,150.817114
2647,Mount Pleasant Public School,Australia,New South Wales,SINGLETON,2330,68,Primary School,Singleton,-32.408483,151.188781
2648,Mount Pritchard Public School,Australia,New South Wales,Mount Pritchard ,2170,376,Primary School,Fairfield,-33.899845,150.900007
2652,Mount Victoria Public School,Australia,New South Wales,Mount Victoria ,2786,69,Primary School,Blue Mountains,-33.591334,150.253883
2656,Mudgee Public School,Australia,New South Wales,Mudgee ,2850,693,Primary School,Mid-Western Regional,-32.59594,149.583964
2658,Mulbring Public School,Australia,New South Wales,Mulbring ,2323,45,Primary School,Cessnock,-32.901304,151.478563
2659,Mulgoa Public School,Australia,New South Wales,,2745,81,Primary School,Penrith,-33.836505,150.650344
2660,Mullaley Public School,Australia,New South Wales,Mullaley ,2379,42,Primary School,Gunnedah,-31.098657,149.906668
2664,Mullion Creek Public School,Australia,New South Wales,Mullion Creek,2800,58,Primary School,Cabonne,-33.139031,149.120501
2665,Mullumbimby Public School,Australia,New South Wales,Mullumbimby ,2482,205,Primary School,Byron,-28.552011,153.505937
2667,Mulwala Public School,Australia,New South Wales,MULWALA,2647,52,Primary School,Federation,-35.987094,146.006624
2668,Clergate Public School,Australia,New South Wales,Clergate ,2800,92,Primary School,Cabonne,-33.192057,149.112293
2669,Mumbil Public School,Australia,New South Wales,Mumbil ,2820,12,Primary School,Dubbo,-32.722371,149.052673
2671,Mummulgum Public School,Australia,New South Wales,Mummulgum,2469,22,Primary School,Kyogle,-28.848015,152.801645
2675,Mungindi Central School,Australia,New South Wales,MUNGINDI,2406,82.6,Central/Community School,Moree Plains,-28.9802,148.99085
2681,Murringo Public School,Australia,New South Wales,MURRINGO,2586,39,Primary School,Hilltops,-34.297202,148.515471
2685,Murrumburrah Public School,Australia,New South Wales,MURRUMBURRAH,2587,166,Primary School,Hilltops,-34.550826,148.359862
2686,Murrurundi Public School,Australia,New South Wales,Murrurundi,2338,49,Primary School,Upper Hunter Shire,-31.762783,150.832187
2687,Murwillumbah Public School,Australia,New South Wales,Murwillumbah ,2484,293,Primary School,Tweed,-28.329886,153.391139
2688,Muswellbrook Public School,Australia,New South Wales,Muswellbrook ,2333,560,Primary School,Muswellbrook,-32.25843,150.896369
2695,Nabiac Public School,Australia,New South Wales,NABIAC,2312,216,Primary School,Mid-Coast,-32.097544,152.381902
2696,Nambucca Heads Public School,Australia,New South Wales,Nambucca Heads ,2448,301,Primary School,Nambucca,-30.641695,153.006338
2698,Nana Glen Public School,Australia,New South Wales,Nana Glen ,2450,131,Primary School,Coffs Harbour,-30.135619,153.006206
2699,Nangus Public School,Australia,New South Wales,Nangus ,2722,25,Primary School,Cootamundra-Gundagai,-35.053902,147.909106
2701,Naradhan Public School,Australia,New South Wales,Naradhan ,2669,12,Primary School,Bland,-33.615639,146.327405
2703,Narara Public School,Australia,New South Wales,Lisarow ,2250,378,Primary School,Central Coast,-33.387915,151.362616
2704,Narellan Public School,Australia,New South Wales,Narellan,2567,325,Primary School,Camden,-34.042764,150.733769
2706,Narrabeen Lakes Public School,Australia,New South Wales,Narrabeen ,2101,423,Primary School,Northern Beaches,-33.720323,151.297413
2708,Narrabri Public School,Australia,New South Wales,Narrabri ,2390,399,Primary School,Narrabri,-30.324942,149.785252
2709,Narrabri West Public School,Australia,New South Wales,Narrabri ,2390,327,Primary School,Narrabri,-30.344469,149.763906
2710,Narrandera Public School,Australia,New South Wales,Narrandera ,2700,256,Primary School,Narrandera,-34.744466,146.547854
2713,Narromine Public School,Australia,New South Wales,Narromine ,2821,281,Primary School,Narromine,-32.229903,148.244421
2714,Nashdale Public School,Australia,New South Wales,Nashdale ,2800,125,Primary School,Cabonne,-33.293794,149.013466
2723,Tomaree Public School,Australia,New South Wales,Salamander Bay,2317,352,Primary School,Port Stephens,-32.737699,152.113091
2725,Nemingha Public School,Australia,New South Wales,Nemingha ,2340,209,Primary School,Tamworth Regional,-31.126524,151.004156
2730,Neutral Bay Public School,Australia,New South Wales,Neutral Bay ,2089,955,Primary School,North Sydney,-33.83261,151.219605
2732,Neville Public School,Australia,New South Wales,Neville ,2799,18,Primary School,Blayney,-33.708658,149.216784
2736,Newcastle East Public School,Australia,New South Wales,Newcastle ,2300,239,Primary School,Newcastle,-32.930285,151.776915
2738,New Lambton Public School,Australia,New South Wales,New Lambton ,2305,646,Primary School,Newcastle,-32.922604,151.712784
2740,Newport Public School,Australia,New South Wales,Newport ,2106,799,Primary School,Northern Beaches,-33.660561,151.312237
2741,Newrybar Public School,Australia,New South Wales,Newrybar ,2479,35,Primary School,Ballina,-28.717114,153.533055
2744,Newtown North Public School,Australia,New South Wales,Newtown ,2042,278,Primary School,Sydney,-33.891821,151.185392
2748,Niangala Public School,Australia,New South Wales,Niangala ,2354,7,Primary School,Tamworth Regional,-31.298041,151.408619
2749,Nicholson Street Public School,Australia,New South Wales,Balmain East ,2041,170,Primary School,Inner West,-33.855744,151.193188
2751,Nimbin Central School,Australia,New South Wales,Nimbin ,2480,242,Central/Community School,Lismore,-28.595871,153.220891
2752,Nimmitabel Public School,Australia,New South Wales,NIMMITABEL,2631,34,Primary School,Snowy Monaro Regional,-36.510937,149.289599
2758,Narooma Public School,Australia,New South Wales,Narooma ,2546,443,Primary School,Eurobodalla,-36.218595,150.137335
2759,Nords Wharf Public School,Australia,New South Wales,Nords Wharf ,2281,147,Primary School,Lake Macquarie,-33.135817,151.605087
2760,Normanhurst Public School,Australia,New South Wales,Normanhurst ,2076,398,Primary School,Hornsby,-33.723332,151.098026
2761,Northbridge Public School,Australia,New South Wales,Northbridge ,2063,534,Primary School,Willoughby,-33.813034,151.218597
2763,Northmead Public School,Australia,New South Wales,Northmead ,2152,730,Primary School,Parramatta,-33.786511,150.990753
2764,North Rocks Public School,Australia,New South Wales,North Rocks,2151,816,Primary School,Parramatta,-33.768425,151.025148
2765,North Star Public School,Australia,New South Wales,North Star ,2408,25,Primary School,Gwydir,-28.926653,150.392891
2766,North Sydney Public School,Australia,New South Wales,Waverton ,2060,855,Primary School,North Sydney,-33.834819,151.203685
2768,Nowendoc Public School,Australia,New South Wales,Nowendoc,2354,np,Primary School,Walcha,-31.48295,151.71536
2769,Nowra Public School,Australia,New South Wales,NOWRA,2541,649,Primary School,Shoalhaven,-34.879407,150.60052
2771,Nulkaba Public School,Australia,New South Wales,NULKABA,2325,382,Primary School,Cessnock,-32.810691,151.34781
2781,Nundle Public School,Australia,New South Wales,Nundle ,2340,57,Primary School,Tamworth Regional,-31.459684,151.127429
2784,Nymboida Public School,Australia,New South Wales,Nymboida ,2460,19,Primary School,Clarence Valley,-29.947482,152.727964
2785,Nyngan Public School,Australia,New South Wales,Nyngan,2825,129,Primary School,Bogan,-31.568398,147.195259
2789,Oakdale Public School,Australia,New South Wales,Oakdale ,2570,147,Primary School,Wollondilly,-34.078907,150.508197
2791,Oaklands Central School,Australia,New South Wales,Oaklands,2646,70.2,Central/Community School,Federation,-35.552669,146.171768
2793,The Oaks Public School,Australia,New South Wales,THE OAKS,2570,304,Primary School,Wollondilly,-34.078385,150.571724
2794,Oakville Public School,Australia,New South Wales,Oakville,2765,437,Primary School,Hawkesbury,-33.620452,150.87054
2796,Oatley Public School,Australia,New South Wales,OATLEY,2223,547,Primary School,Georges River,-33.983741,151.080332
2797,Oberon Public School,Australia,New South Wales,OBERON,2787,240,Primary School,Oberon,-33.703254,149.864517
2798,O'Connell Public School,Australia,New South Wales,O'Connell ,2795,73,Primary School,Bathurst Regional,-33.524513,149.720076
2799,Old Bar Public School,Australia,New South Wales,Old Bar ,2430,512,Primary School,Mid-Coast,-31.972339,152.588536
2800,Old Bonalbo Public School,Australia,New South Wales,OLD BONALBO,2469,17,Primary School,Kyogle,-28.654622,152.597413
2801,Old Guildford Public School,Australia,New South Wales,Guildford ,2161,444,Primary School,Fairfield,-33.867484,150.986508
2811,Orange East Public School,Australia,New South Wales,Orange ,2800,262,Primary School,Orange,-33.282069,149.113698
2812,Orange Grove Public School,Australia,New South Wales,Leichhardt ,2040,477,Primary School,Inner West,-33.872278,151.158678
2814,Orara Upper Public School,Australia,New South Wales,UPPER ORARA,2450,32,Primary School,Coffs Harbour,-30.289005,153.01324
2815,Orchard Hills Public School,Australia,New South Wales,Orchard Hills ,2748,128,Primary School,Penrith,-33.783029,150.721365
2818,Otford Public School,Australia,New South Wales,Otford ,2508,49,Primary School,Wollongong,-34.212198,151.001507
2820,Ourimbah Public School,Australia,New South Wales,Ourimbah ,2258,430,Primary School,Central Coast,-33.354916,151.368168
2826,Padstow Park Public School,Australia,New South Wales,Padstow,2211,344,Primary School,Canterbury-Bankstown,-33.954955,151.030882
2827,Pallamallawa Public School,Australia,New South Wales,PALLAMALLAWA,2399,30,Primary School,Moree Plains,-29.473894,150.141464
2829,Palmers Island Public School,Australia,New South Wales,Palmers Island,2463,47,Primary School,Clarence Valley,-29.419567,153.28822
2831,Pambula Public School,Australia,New South Wales,Pambula ,2549,323,Primary School,Bega Valley,-36.925482,149.871813
2835,Parkes Public School,Australia,New South Wales,Parkes ,2870,435,Primary School,Parkes,-33.13229,148.176314
2838,Parklea Public School,Australia,New South Wales,GLENWOOD,2768,677,Primary School,Blacktown,-33.725885,150.93476
2840,Parramatta Public School,Australia,New South Wales,PARRAMATTA,2150,1077,Primary School,Parramatta,-33.81571,151.007732
2841,Wooli Public School,Australia,New South Wales,Wooli ,2462,58,Primary School,Clarence Valley,-29.870923,153.265781
2842,Parramatta North Public School,Australia,New South Wales,NORTH PARRAMATTA,2151,445,Primary School,Parramatta,-33.803951,151.004694
2843,Parramatta West Public School,Australia,New South Wales,Parramatta ,2150,856,Primary School,Parramatta,-33.824472,150.990968
2844,Paterson Public School,Australia,New South Wales,Paterson ,2421,111,Primary School,Dungog,-32.602294,151.612319
2846,Paxton Public School,Australia,New South Wales,Paxton ,2325,47,Primary School,Cessnock,-32.900993,151.284621
2848,Peak Hill Central School,Australia,New South Wales,Peak Hill ,2869,137,Central/Community School,Parkes,-32.728855,148.192111
2849,Peakhurst Public School,Australia,New South Wales,PEAKHURST,2210,629,Primary School,Georges River,-33.955402,151.062306
2852,Peats Ridge Public School,Australia,New South Wales,PEATS RIDGE,2250,24,Primary School,Central Coast,-33.325841,151.23275
2855,Pelaw Main Public School,Australia,New South Wales,Pelaw Main ,2327,225,Primary School,Cessnock,-32.831923,151.484743
2857,Pennant Hills Public School,Australia,New South Wales,Pennant Hills ,2120,544,Primary School,Hornsby,-33.7358,151.068058
2858,West Pennant Hills Public School,Australia,New South Wales,West Pennant Hills ,2125,656,Primary School,Hornsby,-33.746075,151.050491
2859,Penrith Public School,Australia,New South Wales,Penrith ,2750,418,Primary School,Penrith,-33.755926,150.70439
2860,Penrose Public School,Australia,New South Wales,Penrose,2579,11,Primary School,Wingecarribee,-34.669731,150.221344
2861,Penshurst Public School,Australia,New South Wales,Penshurst ,2222,438,Primary School,Georges River,-33.962636,151.087702
2862,Perthville Public School,Australia,New South Wales,Perthville ,2795,133,Primary School,Bathurst Regional,-33.491052,149.550052
2867,Picton Public School,Australia,New South Wales,Picton ,2571,373,Primary School,Wollondilly,-34.17624,150.609346
2870,Pilliga Public School,Australia,New South Wales,Pilliga ,2388,9,Primary School,Narrabri,-30.352248,148.889152
2884,Pitt Town Public School,Australia,New South Wales,Pitt Town ,2756,295,Primary School,Hawkesbury,-33.583887,150.859638
2886,Pleasant Hills Public School,Australia,New South Wales,Pleasant Hills,2658,20,Primary School,Lockhart,-35.46651,146.798512
2887,Plumpton Public School,Australia,New South Wales,Plumpton ,2761,476,Primary School,Blacktown,-33.749158,150.838556
2890,The Pocket Public School,Australia,New South Wales,The Pocket,2483,59,Primary School,Byron,-28.505414,153.479112
2893,Pomona Public School,Australia,New South Wales,Pomona,2648,26,Primary School,Wentworth,-34.025726,141.89493
2895,Pooncarie Public School,Australia,New South Wales,Pooncarie ,2648,,Primary School,Wentworth,-33.383033,142.568324
2896,Port Kembla Public School,Australia,New South Wales,Port Kembla ,2505,277,Primary School,Wollongong,-34.48609,150.914724
2897,Portland Central School,Australia,New South Wales,PORTLAND,2847,127,Central/Community School,Lithgow,-33.354772,149.979653
2899,Port Macquarie Public School,Australia,New South Wales,Port Macquarie ,2444,432,Primary School,Port Macquarie-Hastings,-31.429869,152.913872
2901,Prestons Public School,Australia,New South Wales,Prestons ,2170,631,Primary School,Liverpool,-33.94642,150.889961
2902,Pretty Beach Public School,Australia,New South Wales,PRETTY BEACH,2257,181,Primary School,Central Coast,-33.528039,151.350019
2904,Primbee Public School,Australia,New South Wales,Primbee,2502,138,Primary School,Wollongong,-34.501421,150.882302
2910,Punchbowl Public School,Australia,New South Wales,PUNCHBOWL,2196,582,Primary School,Canterbury-Bankstown,-33.930613,151.055905
2913,Putney Public School,Australia,New South Wales,Ryde ,2112,452,Primary School,Ryde,-33.824562,151.110973
2917,Quaama Public School,Australia,New South Wales,Quaama ,2550,63,Primary School,Bega Valley,-36.464226,149.86705
2918,Quakers Hill Public School,Australia,New South Wales,Quakers Hill ,2763,1021,Primary School,Blacktown,-33.737467,150.885265
2919,Quambone Public School,Australia,New South Wales,Quambone ,2831,12,Primary School,Coonamble,-30.930706,147.872001
2920,Quandialla Public School,Australia,New South Wales,Quandialla ,2721,22,Primary School,Weddin,-34.010362,147.790454
2922,Queanbeyan Public School,Australia,New South Wales,Queanbeyan ,2620,773,Primary School,Queanbeyan-Palerang Regional,-35.357526,149.236154
2926,Leppington Public School,Australia,New South Wales,Leppington,2179,191,Primary School,Camden,-33.959269,150.810901
2927,Raglan Public School,Australia,New South Wales,Raglan ,2795,257,Primary School,Bathurst Regional,-33.428034,149.648098
2930,Rainbow Street Public School,Australia,New South Wales,RANDWICK,2031,415,Primary School,Randwick,-33.924647,151.237164
2931,Raleigh Public School,Australia,New South Wales,Raleigh ,2454,28,Primary School,Bellingen,-30.450064,153.012586
2933,Rand Public School,Australia,New South Wales,Rand ,2642,23,Primary School,Federation,-35.596087,146.580442
2935,Rankins Springs Public School,Australia,New South Wales,Rankins Springs ,2669,30,Primary School,Carrathool,-33.83998,146.258245
2937,Rappville Public School,Australia,New South Wales,RAPPVILLE,2469,13,Primary School,Richmond Valley,-29.085815,152.95533
2943,Raymond Terrace Public School,Australia,New South Wales,Raymond Terrace ,2324,391,Primary School,Port Stephens,-32.767016,151.74001
2946,Redhead Public School,Australia,New South Wales,Redhead ,2290,270,Primary School,Lake Macquarie,-33.011646,151.711425
2948,Red Range Public School,Australia,New South Wales,Red Range,2370,46,Primary School,Glen Innes Severn Shire,-29.776132,151.897373
2950,Regents Park Public School,Australia,New South Wales,Regents Park ,2143,264,Primary School,Canterbury-Bankstown,-33.885518,151.024693
